Player,Age,Team,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb,Awards
Christian McCaffrey,26,2TM,17,16,108,85,741,8.7,5,36,52.8,49,5.0,43.6,78.7,6.9,1,"PB,AP OPoY-7,AP CPoY-2"
Christian McCaffrey,26,CAR,6,6,43,33,277,8.4,1,10,41.9,49,5.5,46.2,76.7,6.4,0,
Christian McCaffrey,26,SFO,11,10,65,52,464,8.9,4,26,60.0,38,4.7,42.2,80.0,7.1,1,
Christian Kirk,26,JAX,17,17,133,84,1108,13.2,8,55,52.6,49,4.9,65.2,63.2,8.3,1,
Tyler Lockett,30,SEA,16,16,117,84,1033,12.3,9,50,60.7,40,5.3,64.6,71.8,8.8,2,
Garrett Wilson,22,NYJ,17,12,147,83,1103,13.3,4,56,47.6,60,4.9,64.9,56.5,7.5,2,AP ORoY-1
Zay Jones,27,JAX,16,15,121,82,823,10.0,5,44,54.5,59,5.1,51.4,67.8,6.8,0,
Brandon Aiyuk,24,SFO,17,17,114,78,1015,13.0,8,47,59.6,54,4.6,59.7,68.4,8.9,1,
Amari Cooper,28,CLE,17,17,132,78,1160,14.9,9,61,53.0,55,4.6,68.2,59.1,8.8,0,
JuJu Smith-Schuster,26,KAN,16,14,101,78,933,12.0,3,47,67.3,53,4.9,58.3,77.2,9.2,3,
Mike Evans,29,TAM,15,15,127,77,1124,14.6,6,53,54.3,63,5.1,74.9,60.6,8.9,0,
Terry McLaurin,27,WAS,17,17,120,77,1191,15.5,5,56,55.0,52,4.5,70.1,64.2,9.9,1,PB
Cooper Kupp,29,LAR,9,9,98,75,812,10.8,6,42,62.2,75,8.3,90.2,76.5,8.3,2,
Jaylen Waddle,24,MIA,17,17,117,75,1356,18.1,8,60,54.7,84,4.4,79.8,64.1,11.6,1,
Tee Higgins,23,CIN,16,14,109,74,1029,13.9,7,47,59.6,59,4.6,64.3,67.9,9.4,0,
Mark Andrews,27,BAL,15,15,113,73,847,11.6,5,48,56.6,36,4.9,56.5,64.6,7.5,1,PB
Evan Engram,28,JAX,17,14,98,73,766,10.5,4,33,55.1,36,4.3,45.1,74.5,7.8,0,
Leonard Fournette,27,TAM,16,9,83,73,523,7.2,3,26,55.4,44,4.6,32.7,88.0,6.3,0,
Tyler Higbee,29,LAR,17,17,108,72,620,8.6,3,32,51.9,26,4.2,36.5,66.7,5.7,0,
Drake London,21,ATL,17,15,117,72,866,12.0,4,48,56.4,40,4.2,50.9,61.5,7.4,3,
Chris Olave,22,NOR,15,9,119,72,1042,14.5,4,48,53.8,53,4.8,69.5,60.5,8.8,2,AP ORoY-4
Josh Palmer,23,LAC,16,11,107,72,769,10.7,3,39,55.1,50,4.5,48.1,67.3,7.2,1,
Adam Thielen,32,MIN,17,17,107,70,716,10.2,6,45,49.5,36,4.1,42.1,65.4,6.7,0,
Rhamondre Stevenson,24,NWE,17,7,88,69,421,6.1,1,13,39.8,40,4.1,24.8,78.4,4.8,4,
Marquise Brown,25,ARI,12,10,107,67,709,10.6,3,33,44.9,47,5.6,59.1,62.6,6.6,1,
Jerry Jeudy,23,DEN,15,14,100,67,972,14.5,6,41,52.0,67,4.5,64.8,67.0,9.7,0,
Jakobi Meyers,26,NWE,14,13,96,67,804,12.0,6,38,56.3,48,4.8,57.4,69.8,8.4,2,
Keenan Allen,30,LAC,10,10,89,66,752,11.4,4,39,56.2,46,6.6,75.2,74.2,8.4,1,
DeAndre Hopkins,30,ARI,9,9,96,64,717,11.2,3,35,54.2,33,7.1,79.7,66.7,7.5,2,
Curtis Samuel,26,WAS,17,12,92,64,656,10.3,4,36,46.7,49,3.8,38.6,69.6,7.1,1,
Courtland Sutton,27,DEN,15,15,109,64,829,13.0,2,38,46.8,51,4.3,55.3,58.7,7.6,0,
Parris Campbell,25,IND,17,16,91,63,623,9.9,3,32,54.9,49,3.7,36.6,69.2,6.8,1,
Pat Freiermuth,24,PIT,16,8,98,63,732,11.6,2,37,53.1,57,3.9,45.8,64.3,7.5,0,
D.J. Moore,25,CAR,17,17,118,63,888,14.1,7,44,43.2,62,3.7,52.2,53.4,7.5,0,
Mike Williams,28,LAC,13,13,93,63,895,14.2,4,39,59.1,55,4.8,68.8,67.7,9.6,0,
Donovan Peoples-Jones,23,CLE,17,14,96,61,839,13.8,3,33,50.0,42,3.6,49.4,63.5,8.7,1,
George Kittle,29,SFO,15,15,86,60,765,12.8,11,36,58.1,54,4.0,51.0,69.8,8.9,1,"PB,AP-2"
Allen Lazard,27,GNB,15,15,100,60,788,13.1,6,45,55.0,47,4.0,52.5,60.0,7.9,0,
Joe Mixon,26,CIN,14,14,75,60,441,7.4,2,17,50.7,35,4.3,31.5,80.0,5.9,0,
K.J. Osborn,25,MIN,17,9,90,60,650,10.8,5,32,58.9,66,3.5,38.2,66.7,7.2,1,
Aaron Jones,28,GNB,17,17,72,59,395,6.7,5,19,44.4,30,3.5,23.2,81.9,5.5,5,
Tyler Boyd,28,CIN,16,14,82,58,762,13.1,5,42,62.2,60,3.6,47.6,70.7,9.3,0,
Tyler Conklin,27,NYJ,17,16,87,58,552,9.5,3,25,44.8,30,3.4,32.5,66.7,6.3,2,
Gerald Everett,28,LAC,16,11,87,58,555,9.6,4,29,48.3,26,3.6,34.7,66.7,6.4,0,
David Njoku,26,CLE,14,14,80,58,628,10.8,4,36,61.3,38,4.1,44.9,72.5,7.9,1,
Saquon Barkley,25,NYG,16,16,76,57,338,5.9,0,10,38.2,41,3.6,21.1,75.0,4.4,1,"PB,AP CPoY-3"
Brandin Cooks,29,HOU,13,13,93,57,699,12.3,3,29,47.3,44,4.4,53.8,61.3,7.5,0,
Mack Hollins,29,LVR,17,16,94,57,690,12.1,4,34,51.1,60,3.4,40.6,60.6,7.3,0,
Richie James,27,NYG,17,4,70,57,569,10.0,4,29,61.4,33,3.4,33.5,81.4,8.1,3,
Alvin Kamara,27,NOR,15,13,77,57,490,8.6,2,17,46.8,54,3.8,32.7,74.0,6.4,4,
Dalton Schultz,26,DAL,15,15,89,57,577,10.1,5,27,55.1,30,3.8,38.5,64.0,6.5,1,
Jerick McKinnon,30,KAN,17,0,71,56,512,9.1,9,28,54.9,56,3.3,30.1,78.9,7.2,1,AP CPoY-12
Deebo Samuel,26,SFO,13,12,94,56,632,11.3,2,25,47.9,57,4.3,48.6,59.6,6.7,3,
Dallas Goedert,27,PHI,12,12,69,55,702,12.8,3,40,69.6,31,4.6,58.5,79.7,10.2,1,
Josh Jacobs,24,LVR,17,17,64,53,400,7.5,0,16,50.0,43,3.1,23.5,82.8,6.3,3,"PB,AP-1,AP OPoY-5"
Robert Tonyan,28,GNB,17,3,67,53,470,8.9,2,20,53.7,24,3.1,27.6,79.1,7.0,0,
Robert Woods,30,TEN,17,15,91,53,527,9.9,2,31,50.5,41,3.1,31.0,58.2,5.8,1,
Greg Dortch,24,ARI,16,4,64,52,467,9.0,2,19,46.9,47,3.3,29.2,81.3,7.3,1,
Hayden Hurst,29,CIN,13,13,68,52,414,8.0,2,26,61.8,29,4.0,31.8,76.5,6.1,0,
George Pickens,21,PIT,17,12,84,52,801,15.4,4,38,48.8,42,3.1,47.1,61.9,9.5,0,
Russell Gage,26,TAM,13,4,70,51,426,8.4,5,31,62.9,23,3.9,32.8,72.9,6.1,1,
Noah Fant,25,SEA,17,16,63,50,486,9.7,4,24,54.0,51,2.9,28.6,79.4,7.7,0,
Cole Kmet,23,CHI,17,17,69,50,544,10.9,7,27,59.4,50,2.9,32.0,72.5,7.9,1,
Rachaad White,23,TAM,17,8,58,50,290,5.8,2,13,53.4,20,2.9,17.1,86.2,5.0,3,
Gabriel Davis,23,BUF,15,15,93,48,836,17.4,7,35,51.6,98,3.2,55.7,51.6,9.0,1,
Dawson Knox,26,BUF,15,15,65,48,517,10.8,6,25,60.0,45,3.2,34.5,73.8,8.0,0,PB
Chris Moore,29,HOU,16,7,74,48,548,11.4,2,24,47.3,52,3.0,34.3,64.9,7.4,0,
Demarcus Robinson,28,BAL,17,5,75,48,458,9.5,2,23,46.7,31,2.8,26.9,64.0,6.1,2,
D'Andre Swift,23,DET,14,8,70,48,389,8.1,3,17,38.6,25,3.4,27.8,68.6,5.6,1,
Zach Ertz,32,ARI,10,10,69,47,406,8.6,4,24,55.1,32,4.7,40.6,68.1,5.9,0,
Kalif Raymond,28,DET,17,7,64,47,616,13.1,0,24,56.3,56,2.8,36.2,73.4,9.6,3,AP-2
DeAndre Carter,29,LAC,17,7,65,46,538,11.7,3,29,53.8,35,2.7,31.6,70.8,8.3,3,
James Conner,27,ARI,13,13,58,46,300,6.5,1,13,44.8,22,3.5,23.1,79.3,5.2,3,
Antonio Gibson,24,WAS,15,6,58,46,353,7.7,2,18,46.6,26,3.1,23.5,79.3,6.1,1,
Marvin Jones,32,JAX,16,10,81,46,529,11.5,3,29,51.9,37,2.9,33.1,56.8,6.5,0,
Darius Slayton,25,NYG,16,11,71,46,724,15.7,2,30,57.7,55,2.9,45.3,64.8,10.2,2,
Chase Claypool,24,2TM,15,11,79,46,451,9.8,1,24,46.8,31,3.1,30.1,58.2,5.7,1,
Chase Claypool,24,PIT,8,8,50,32,311,9.7,1,17,54.0,26,4.0,38.9,64.0,6.2,0,
Chase Claypool,24,CHI,7,3,29,14,140,10.0,0,7,34.5,31,2.0,20.0,48.3,4.8,1,
Noah Brown,26,DAL,16,13,74,43,555,12.9,3,25,48.6,51,2.7,34.7,58.1,7.5,1,
Romeo Doubs,22,GNB,13,7,67,42,425,10.1,3,20,46.3,26,3.2,32.7,62.7,6.3,2,
Juwan Johnson,26,NOR,16,12,65,42,508,12.1,7,25,52.3,41,2.6,31.8,64.6,7.8,0,
Isaiah McKenzie,27,BUF,15,8,65,42,423,10.1,4,27,58.5,30,2.8,28.2,64.6,6.5,0,
Cade Otton,23,TAM,16,11,65,42,391,9.3,2,19,52.3,35,2.6,24.4,64.6,6.0,0,
Marquez Valdes-Scantling,28,KAN,17,11,81,42,687,16.4,2,32,48.1,57,2.5,40.4,51.9,8.5,0,
Michael Carter,23,NYJ,16,10,54,41,288,7.0,0,12,46.3,37,2.6,18.0,75.9,5.3,2,
Najee Harris,24,PIT,17,17,53,41,229,5.6,3,16,49.1,19,2.4,13.5,77.4,4.3,3,
Hunter Henry,28,NWE,17,14,59,41,509,12.4,2,23,50.8,39,2.4,29.9,69.5,8.6,0,
Austin Hooper,28,TEN,17,2,60,41,444,10.8,2,28,60.0,24,2.4,26.1,68.3,7.4,0,
Rondale Moore,22,ARI,8,8,56,41,414,10.1,1,16,46.4,38,5.1,51.8,73.2,7.4,0,
Alec Pierce,22,IND,16,12,78,41,593,14.5,2,28,46.2,47,2.6,37.1,52.6,7.6,1,
Christian Watson,23,GNB,14,11,66,41,611,14.9,7,28,50.0,63,2.9,43.6,62.1,9.3,0,AP ORoY-7
Darnell Mooney,25,CHI,12,12,61,40,493,12.3,2,20,45.9,56,3.3,41.1,65.6,8.1,0,
Olamide Zaccheaus,25,ATL,17,13,61,40,533,13.3,3,25,52.5,45,2.4,31.4,65.6,8.7,1,
Dalvin Cook,27,MIN,17,17,56,39,295,7.6,2,16,41.1,64,2.3,17.4,69.6,5.3,4,PB
Michael Gallup,26,DAL,14,11,74,39,424,10.9,4,25,44.6,27,2.8,30.3,52.7,5.7,0,
Tony Pollard,25,DAL,16,4,55,39,371,9.5,3,18,47.3,68,2.4,23.2,70.9,6.7,0,PB
Ben Skowronek,25,LAR,14,11,61,39,376,9.6,0,16,49.2,32,2.8,26.9,63.9,6.2,0,
Logan Thomas,31,WAS,14,13,61,39,323,8.3,1,15,45.9,27,2.8,23.1,63.9,5.3,0,
Samaje Perine,27,CIN,16,2,51,38,287,7.6,4,11,41.2,32,2.4,17.9,74.5,5.6,0,
Josh Reynolds,27,DET,14,11,59,38,479,12.6,3,25,61.0,31,2.7,34.2,64.4,8.1,0,
Devin Singletary,25,BUF,16,16,52,38,280,7.4,1,15,53.8,22,2.4,17.5,73.1,5.4,3,
Jordan Akins,30,HOU,15,3,54,37,495,13.4,5,23,53.7,46,2.5,33.0,68.5,9.2,1,
Rex Burkhead,32,HOU,16,0,51,37,204,5.5,1,8,29.4,17,2.3,12.8,72.5,4.0,0,
Nico Collins,23,HOU,10,7,66,37,481,13.0,2,21,42.4,58,3.7,48.1,56.1,7.3,0,
Devin Duvernay,25,BAL,14,13,49,37,407,11.0,3,19,59.2,31,2.6,29.1,75.5,8.3,1,PB
Elijah Moore,22,NYJ,16,9,65,37,446,12.1,1,22,44.6,42,2.3,27.9,56.9,6.9,1,
Isaiah Hodgins,24,2TM,10,5,48,37,392,10.6,4,24,62.5,29,3.7,39.2,77.1,8.2,1,
Isaiah Hodgins,24,BUF,2,0,6,4,41,10.3,0,2,33.3,26,2.0,20.5,66.7,6.8,0,
Isaiah Hodgins,24,NYG,8,5,42,33,351,10.6,4,22,66.7,29,4.1,43.9,78.6,8.4,1,
Isaiah Likely,22,BAL,16,2,60,36,373,10.4,3,18,35.0,34,2.3,23.3,60.0,6.2,0,
Hunter Renfrow,27,LVR,10,1,50,36,330,9.2,2,18,52.0,27,3.6,33.0,72.0,6.6,3,
Kendrick Bourne,27,NWE,16,2,48,35,434,12.4,1,22,54.2,41,2.2,27.1,72.9,9.0,2,
Jahan Dotson,22,WAS,12,10,61,35,523,14.9,7,26,50.8,61,2.9,43.6,57.4,8.6,0,
Travis Etienne,23,JAX,17,12,45,35,316,9.0,0,16,44.4,30,2.1,18.6,77.8,7.0,5,
Kareem Hunt,27,CLE,17,0,44,35,210,6.0,1,11,38.6,24,2.1,12.4,79.5,4.8,1,
Jauan Jennings,25,SFO,16,4,56,35,416,11.9,1,23,55.4,44,2.2,26.0,62.5,7.4,1,
Randall Cobb,32,GNB,13,3,50,34,417,12.3,1,19,56.0,40,2.6,32.1,68.0,8.3,1,
Will Dissly,26,SEA,15,15,38,34,349,10.3,3,20,73.7,38,2.3,23.3,89.5,9.2,0,
David Montgomery,25,CHI,16,16,40,34,316,9.3,1,10,50.0,32,2.1,19.8,85.0,7.9,2,
Treylon Burks,22,TEN,11,6,54,33,444,13.5,1,19,50.0,51,3.0,40.4,61.1,8.2,0,
Greg Dulcich,22,DEN,10,6,55,33,411,12.5,2,18,50.9,39,3.3,41.1,60.0,7.5,0,
Derrick Henry,28,TEN,16,16,41,33,398,12.1,0,11,61.0,69,2.1,24.9,80.5,9.7,6,"PB,AP MVP-9,AP OPoY-12,AP CPoY-9"
Foster Moreau,25,LVR,15,14,54,33,420,12.7,2,24,51.9,33,2.2,28.0,61.1,7.8,1,
Allen Robinson,29,LAR,10,10,52,33,339,10.3,3,23,53.8,29,3.3,33.9,63.5,6.5,0,
Quez Watkins,24,PHI,17,8,51,33,354,10.7,3,13,37.3,53,1.9,20.8,64.7,6.9,1,
Corey Davis,27,NYJ,13,10,64,32,536,16.8,2,28,48.4,66,2.5,41.2,50.0,8.4,0,
Mike Gesicki,27,MIA,17,1,52,32,362,11.3,5,19,48.1,32,1.9,21.3,61.5,7.0,0,
Chigoziem Okonkwo,23,TEN,17,8,46,32,450,14.1,3,22,50.0,48,1.9,26.5,69.6,9.8,0,
Nelson Agholor,29,NWE,16,7,53,31,362,11.7,2,12,37.7,44,1.9,22.6,58.5,6.8,2,
Harrison Bryant,24,CLE,17,9,42,31,239,7.7,1,12,52.4,30,1.8,14.1,73.8,5.7,0,
Kylen Granson,24,IND,13,4,40,31,302,9.7,0,17,52.5,32,2.4,23.2,77.5,7.6,1,
Raheem Mostert,30,MIA,16,14,42,31,202,6.5,2,11,47.6,25,1.9,12.6,73.8,4.8,1,
DeVante Parker,29,NWE,13,11,47,31,539,17.4,3,25,59.6,43,2.4,41.5,66.0,11.5,0,
Daniel Bellinger,22,NYG,12,11,35,30,268,8.9,2,14,68.6,24,2.5,22.3,85.7,7.7,1,
DJ Chark,26,DET,11,10,52,30,502,16.7,3,24,51.9,51,2.7,45.6,57.7,9.7,0,
Deon Jackson,23,IND,16,2,34,30,209,7.0,1,10,47.1,27,1.9,13.1,88.2,6.1,1,
Dameon Pierce,22,HOU,13,13,39,30,165,5.5,1,7,43.6,16,2.3,12.7,76.9,4.2,4,AP ORoY-9
Trent Sherfield,26,MIA,17,4,51,30,417,13.9,2,18,45.1,75,1.8,24.5,58.8,8.2,0,
Nyheim Hines,26,2TM,16,5,37,30,241,8.0,1,11,56.8,22,1.9,15.1,81.1,6.5,2,
Nyheim Hines,26,IND,7,4,28,25,188,7.5,0,8,57.1,22,3.6,26.9,89.3,6.7,1,
Nyheim Hines,26,BUF,9,1,9,5,53,10.6,1,3,55.6,21,0.6,5.9,55.6,5.9,1,
Trey McBride,23,ARI,16,13,39,29,265,9.1,1,12,46.2,29,1.8,16.6,74.4,6.8,1,
AJ Dillon,24,GNB,17,3,43,28,206,7.4,0,9,39.5,17,1.6,12.1,65.1,4.8,1,
Noah Gray,23,KAN,17,8,34,28,299,10.7,1,14,64.7,27,1.6,17.6,82.4,8.8,0,
Terrace Marshall Jr.,22,CAR,14,9,47,28,490,17.5,1,24,53.2,43,2.0,35.0,59.6,10.4,2,
Kyle Pitts,22,ATL,10,10,59,28,356,12.7,2,20,42.4,33,2.8,35.6,47.5,6.0,0,
Rashid Shaheed,24,NOR,12,6,34,28,488,17.4,2,18,70.6,68,2.3,40.7,82.4,14.4,1,
Jonathan Taylor,23,IND,11,11,40,28,143,5.1,0,4,32.5,19,2.5,13.0,70.0,3.6,3,
Darren Waller,30,LVR,9,6,43,28,388,13.9,3,18,46.5,34,3.1,43.1,65.1,9.0,0,
Jaylen Warren,24,PIT,16,0,33,28,214,7.6,0,14,51.5,26,1.8,13.4,84.8,6.5,1,
Nick Chubb,27,CLE,17,17,37,27,239,8.9,1,12,51.4,26,1.6,14.1,73.0,6.5,1,"PB,AP-2"
Marquise Goodwin,32,SEA,13,2,42,27,387,14.3,4,18,54.8,38,2.1,29.8,64.3,9.2,0,
J.D. McKissic,29,WAS,8,0,40,27,173,6.4,0,7,42.5,14,3.4,21.6,67.5,4.3,0,
Laviska Shenault Jr.,24,CAR,13,4,32,27,272,10.1,1,10,50.0,67,2.1,20.9,84.4,8.5,0,
Jonnu Smith,27,NWE,14,8,38,27,245,9.1,0,9,47.4,53,1.9,17.5,71.1,6.4,1,
Kenneth Walker III,22,SEA,15,11,35,27,165,6.1,0,6,37.1,33,1.8,11.0,77.1,4.7,0,AP ORoY-2
Latavius Murray,32,2TM,13,7,35,27,132,4.9,0,4,25.7,15,2.1,10.2,77.1,3.8,1,
Latavius Murray,32,NOR,1,0,1,1,8,8.0,0,0,100.0,8,1.0,8.0,100.0,8.0,0,
Latavius Murray,32,DEN,12,7,34,26,124,4.8,0,4,23.5,15,2.2,10.3,76.5,3.6,1,
Ameer Abdullah,29,LVR,17,0,32,25,211,8.4,1,8,34.4,23,1.5,12.4,78.1,6.6,0,
Melvin Gordon,29,DEN,10,6,32,25,223,8.9,0,11,46.9,24,2.5,22.3,78.1,7.0,5,
Mecole Hardman,24,KAN,8,5,34,25,297,11.9,4,14,61.8,36,3.1,37.1,73.5,8.7,1,
Jarvis Landry,30,NOR,9,3,39,25,272,10.9,1,12,48.7,40,2.8,30.2,64.1,7.0,1,
Colby Parkinson,23,SEA,17,2,34,25,322,12.9,2,14,61.8,39,1.5,18.9,73.5,9.5,0,
Irv Smith Jr.,24,MIN,8,1,36,25,182,7.3,2,9,44.4,17,3.1,22.8,69.4,5.1,1,
Nick Westbrook-Ikhine,25,TEN,17,13,50,25,397,15.9,3,18,40.0,63,1.5,23.4,50.0,7.9,0,
Jelani Woods,24,IND,15,2,40,25,312,12.5,3,16,45.0,36,1.7,20.8,62.5,7.8,1,
Eno Benjamin,23,3TM,15,3,34,25,193,7.7,0,10,44.1,22,1.7,12.9,73.5,5.7,0,
Eno Benjamin,23,ARI,10,3,33,24,184,7.7,0,10,45.5,22,2.4,18.4,72.7,5.6,0,
Eno Benjamin,23,HOU,2,0,0,0,0,,0,0,,,0.0,0.0,,,0,
Eno Benjamin,23,NOR,3,0,1,1,9,9.0,0,0,0.0,9,0.3,3.0,100.0,9.0,0,
David Bell,22,CLE,16,3,35,24,214,8.9,0,7,40.0,20,1.5,13.4,68.6,6.1,0,
A.J. Green,34,ARI,15,10,47,24,236,9.8,2,11,36.2,77,1.6,15.7,51.1,5.0,0,
Kendall Hinton,25,DEN,12,5,33,24,311,13.0,0,14,54.5,35,2.0,25.9,72.7,9.4,0,
Van Jefferson,26,LAR,11,9,44,24,369,15.4,3,20,50.0,39,2.2,33.5,54.5,8.4,0,
Julio Jones,33,TAM,10,5,43,24,299,12.5,2,13,41.9,48,2.4,29.9,55.8,7.0,0,
Brandon Powell,27,LAR,17,6,32,24,156,6.5,0,7,40.6,16,1.4,9.2,75.0,4.9,1,
Jamal Agnew,27,JAX,15,0,30,23,187,8.1,3,9,53.3,24,1.5,12.5,76.7,6.2,0,PB
Kenneth Gainwell,23,PHI,17,0,29,23,169,7.3,0,7,41.4,20,1.4,9.9,79.3,5.8,0,
Scott Miller,25,TAM,15,1,40,23,185,8.0,0,8,47.5,23,1.5,12.3,57.5,4.6,0,
Wan'Dale Robinson,21,NYG,6,3,31,23,227,9.9,1,13,61.3,19,3.8,37.8,74.2,7.3,0,
Skyy Moore,22,KAN,16,3,33,22,250,11.4,0,13,63.6,30,1.4,15.6,66.7,7.6,3,
Shi Smith,24,CAR,17,6,41,22,296,13.5,2,14,41.5,38,1.3,17.4,53.7,7.2,4,
Tyquan Thornton,22,NWE,13,9,45,22,247,11.2,2,13,40.0,29,1.7,19.0,48.9,5.5,0,
Jeff Wilson,27,2TM,16,7,37,22,185,8.4,1,7,35.1,16,1.4,11.6,59.5,5.0,3,
Jeff Wilson,27,SFO,8,6,13,10,91,9.1,0,3,46.2,16,1.3,11.4,76.9,7.0,2,
Jeff Wilson,27,MIA,8,1,24,12,94,7.8,1,4,29.2,14,1.5,11.8,50.0,3.9,1,
James Cook,23,BUF,16,0,32,21,180,8.6,1,5,46.9,41,1.3,11.3,65.6,5.6,1,
Dontrell Hilliard,27,TEN,12,1,26,21,177,8.4,4,8,38.5,31,1.8,14.8,80.8,6.8,0,
Cordarrelle Patterson,31,ATL,13,11,31,21,122,5.8,0,6,38.7,16,1.6,9.4,67.7,3.9,1,
Equanimeous St. Brown,26,CHI,16,16,38,21,323,15.4,1,14,44.7,56,1.3,20.2,55.3,8.5,1,
Ian Thomas,26,CAR,17,17,30,21,197,9.4,0,8,53.3,50,1.2,11.6,70.0,6.6,0,
C.J. Uzomah,29,NYJ,15,13,27,21,232,11.0,2,10,51.9,40,1.4,15.5,77.8,8.6,0,
Cameron Brate,31,TAM,11,1,38,20,174,8.7,0,8,28.9,21,1.8,15.8,52.6,4.6,0,
Matt Breida,27,NYG,17,1,25,20,118,5.9,0,5,36.0,16,1.2,6.9,80.0,4.7,0,
Phillip Dorsett,29,HOU,15,4,40,20,257,12.9,1,11,42.5,34,1.3,17.1,50.0,6.4,0,
Jamycal Hasty,26,JAX,17,0,26,20,126,6.3,1,7,30.8,28,1.2,7.4,76.9,4.8,0,
Dare Ogunbowale,28,HOU,17,4,26,20,104,5.2,0,5,34.6,23,1.2,6.1,76.9,4.0,0,
Miles Sanders,25,PHI,17,15,26,20,78,3.9,0,2,46.2,16,1.2,4.6,76.9,3.0,2,PB
Robbie Chosen,29,2TM,16,7,44,20,282,14.1,1,10,34.1,75,1.3,17.6,45.5,6.4,1,
Robbie Chosen,29,CAR,6,5,27,13,206,15.8,1,5,33.3,75,2.2,34.3,48.1,7.6,1,
Robbie Chosen,29,ARI,10,2,17,7,76,10.9,0,5,35.3,21,0.7,7.6,41.2,4.5,0,
Mo Alie-Cox,29,IND,17,11,28,19,189,9.9,3,9,50.0,34,1.1,11.1,67.9,6.8,1,
Jake Ferguson,23,DAL,16,8,22,19,174,9.2,2,8,63.6,30,1.2,10.9,86.4,7.9,0,
Zach Gentry,26,PIT,17,13,23,19,132,6.9,0,6,39.1,32,1.1,7.8,82.6,5.7,0,
Breece Hall,21,NYJ,7,2,31,19,218,11.5,1,8,35.5,79,2.7,31.1,61.3,7.0,1,
Kyle Juszczyk,31,SFO,16,12,23,19,200,10.5,1,9,56.5,35,1.2,12.5,82.6,8.7,0,PB
Johnny Mundt,28,MIN,17,12,21,19,140,7.4,1,9,66.7,17,1.1,8.2,90.5,6.7,0,
Dante Pettis,27,CHI,17,7,41,19,245,12.9,3,9,31.7,51,1.1,14.4,46.3,6.0,1,
Tre'Quan Smith,26,NOR,15,6,27,19,278,14.6,1,14,66.7,48,1.3,18.5,70.4,10.3,0,
Tommy Tremble,22,CAR,17,4,32,19,174,9.2,3,9,43.8,29,1.1,10.2,59.4,5.4,1,
Tutu Atwell,23,LAR,13,4,35,18,298,16.6,1,11,40.0,62,1.4,22.9,51.4,8.5,0,
Braxton Berrios,27,NYJ,17,2,32,18,145,8.1,0,8,34.4,25,1.1,8.5,56.3,4.5,1,
Adam Trautman,25,NOR,15,12,22,18,207,11.5,1,9,59.1,22,1.2,13.8,81.8,9.4,0,
Brock Wright,24,DET,17,10,24,18,216,12.0,4,13,62.5,51,1.1,12.7,75.0,9.0,0,
