Player,Age,Team,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Fmb,Awards
Ted Ginn Jr.,23.0,MIA,16.0,14.0,93.0,56.0,790.0,14.1,2.0,36.0,52.7,64.0,3.5,49.4,60.2,8.5,5.0,
Zach Miller,23.0,OAK,16.0,15.0,86.0,56.0,778.0,13.9,1.0,32.0,50.0,63.0,3.5,48.6,65.1,9.0,0.0,
Josh Reed,28.0,BUF,13.0,13.0,80.0,56.0,597.0,10.7,1.0,36.0,62.5,24.0,4.3,45.9,70.0,7.5,0.0,
Greg Camarillo,26.0,MIA,11.0,11.0,83.0,55.0,613.0,11.1,2.0,30.0,57.8,33.0,5.0,55.7,66.3,7.4,0.0,
John Carlson,24.0,SEA,16.0,9.0,80.0,55.0,627.0,11.4,5.0,36.0,60.0,33.0,3.4,39.2,68.8,7.8,0.0,
Braylon Edwards,25.0,CLE,16.0,16.0,138.0,55.0,873.0,15.9,3.0,42.0,37.0,70.0,3.4,54.6,39.9,6.3,0.0,
Santonio Holmes,24.0,PIT,15.0,15.0,114.0,55.0,821.0,14.9,5.0,40.0,44.7,48.0,3.7,54.7,48.2,7.2,4.0,
Davone Bess,23.0,MIA,16.0,6.0,75.0,54.0,554.0,10.3,1.0,29.0,57.3,37.0,3.4,34.6,72.0,7.4,1.0,
Greg Olsen,23.0,CHI,16.0,7.0,82.0,54.0,574.0,10.6,5.0,33.0,56.1,52.0,3.4,35.9,65.9,7.0,2.0,
Brian Westbrook,29.0,PHI,14.0,14.0,74.0,54.0,402.0,7.4,5.0,19.0,44.6,47.0,3.9,28.7,73.0,5.4,2.0,
Donnie Avery,24.0,STL,15.0,12.0,102.0,53.0,674.0,12.7,3.0,29.0,41.2,69.0,3.5,44.9,52.0,6.6,0.0,
Chad Johnson,30.0,CIN,13.0,10.0,97.0,53.0,540.0,10.2,4.0,35.0,54.6,26.0,4.1,41.5,54.6,5.6,0.0,
Antwaan Randle El,29.0,WAS,16.0,16.0,87.0,53.0,593.0,11.2,4.0,34.0,54.0,31.0,3.3,37.1,60.9,6.8,2.0,
Bobby Wade,27.0,MIN,16.0,14.0,89.0,53.0,645.0,12.2,2.0,32.0,49.4,59.0,3.3,40.3,59.6,7.2,2.0,
Marion Barber III,25.0,DAL,15.0,13.0,61.0,52.0,417.0,8.0,2.0,18.0,49.2,70.0,3.5,27.8,85.2,6.8,7.0,
Reggie Bush,23.0,NOR,10.0,9.0,73.0,52.0,440.0,8.5,4.0,22.0,47.9,42.0,5.2,44.0,71.2,6.0,3.0,
LaDainian Tomlinson,29.0,SDG,16.0,16.0,77.0,52.0,426.0,8.2,1.0,18.0,44.2,32.0,3.3,26.6,67.5,5.5,1.0,
Devin Hester,26.0,CHI,15.0,8.0,91.0,51.0,665.0,13.0,3.0,29.0,41.8,65.0,3.4,44.3,56.0,7.3,5.0,
Michael Jenkins,26.0,ATL,16.0,12.0,81.0,50.0,777.0,15.5,3.0,37.0,53.1,62.0,3.1,48.6,61.7,9.6,0.0,
Jeremy Shockey,28.0,NOR,12.0,11.0,72.0,50.0,483.0,9.7,0.0,30.0,59.7,26.0,4.2,40.3,69.4,6.7,2.0,
Steve Slaton,22.0,HOU,16.0,15.0,59.0,50.0,377.0,7.5,1.0,14.0,39.0,46.0,3.1,23.6,84.7,6.4,3.0,
Brandon Stokley,32.0,DEN,15.0,2.0,86.0,49.0,528.0,10.8,3.0,35.0,53.5,36.0,3.3,35.2,57.0,6.1,0.0,
Bernard Berrian,28.0,MIN,16.0,13.0,95.0,48.0,964.0,20.1,7.0,35.0,45.3,99.0,3.0,60.3,50.5,10.1,1.0,
Dustin Keller,24.0,NYJ,16.0,6.0,78.0,48.0,535.0,11.1,3.0,32.0,56.4,54.0,3.0,33.4,61.5,6.9,0.0,
Heath Miller,26.0,PIT,14.0,14.0,66.0,48.0,514.0,10.7,3.0,30.0,59.1,22.0,3.4,36.7,72.7,7.8,1.0,
Amani Toomer,34.0,NYG,16.0,12.0,88.0,48.0,580.0,12.1,4.0,30.0,52.3,40.0,3.0,36.3,54.5,6.6,1.0,
Marques Colston,25.0,NOR,11.0,6.0,88.0,47.0,760.0,16.2,5.0,35.0,52.3,70.0,4.3,69.1,53.4,8.6,1.0,
Warrick Dunn,33.0,TAM,15.0,6.0,68.0,47.0,330.0,7.0,0.0,11.0,47.1,36.0,3.1,22.0,69.1,4.9,0.0,
Bobby Engram,35.0,SEA,13.0,11.0,80.0,47.0,489.0,10.4,0.0,25.0,46.3,37.0,3.6,37.6,58.8,6.1,1.0,
Ike Hilliard,32.0,TAM,16.0,2.0,58.0,47.0,424.0,9.0,4.0,31.0,72.4,36.0,2.9,26.5,81.0,7.3,2.0,
Marshawn Lynch,22.0,BUF,15.0,15.0,67.0,47.0,300.0,6.4,1.0,15.0,35.8,42.0,3.1,20.0,70.1,4.5,2.0,PB
Leon Washington,26.0,NYJ,16.0,1.0,61.0,47.0,355.0,7.6,2.0,17.0,42.6,40.0,2.9,22.2,77.0,5.8,3.0,"PB,AP-1"
Bryant Johnson,27.0,SFO,16.0,12.0,75.0,45.0,546.0,12.1,3.0,28.0,52.0,42.0,2.8,34.1,60.0,7.3,0.0,
Billy Miller,31.0,NOR,15.0,5.0,62.0,45.0,579.0,12.9,1.0,30.0,62.9,41.0,3.0,38.6,72.6,9.3,0.0,
Dominic Rhodes,29.0,IND,15.0,4.0,59.0,45.0,302.0,6.7,3.0,15.0,42.4,29.0,3.0,20.1,76.3,5.1,0.0,
Chester Taylor,29.0,MIN,16.0,1.0,55.0,45.0,399.0,8.9,2.0,17.0,43.6,47.0,2.8,24.9,81.8,7.3,2.0,
Dennis Northcutt,31.0,JAX,14.0,3.0,68.0,44.0,545.0,12.4,2.0,24.0,55.9,41.0,3.1,38.9,64.7,8.0,1.0,
Frank Gore,25.0,SFO,14.0,14.0,66.0,43.0,373.0,8.7,2.0,13.0,45.5,26.0,3.1,26.6,65.2,5.7,6.0,
Domenik Hixon,24.0,NYG,16.0,7.0,73.0,43.0,596.0,13.9,2.0,29.0,52.1,41.0,2.7,37.3,58.9,8.2,0.0,
Chris Johnson,23.0,TEN,15.0,14.0,62.0,43.0,260.0,6.0,1.0,11.0,37.1,25.0,2.9,17.3,69.4,4.2,1.0,"PB,AP MVP-7,AP ORoY-2"
Kellen Winslow,25.0,CLE,10.0,8.0,83.0,43.0,428.0,10.0,3.0,25.0,45.8,30.0,4.3,42.8,51.8,5.2,1.0,
Visanthe Shiancoe,28.0,MIN,16.0,15.0,59.0,42.0,596.0,14.2,7.0,30.0,61.0,40.0,2.6,37.3,71.2,10.1,0.0,
Desmond Clark,31.0,CHI,16.0,16.0,73.0,41.0,367.0,9.0,1.0,18.0,45.2,35.0,2.6,22.9,56.2,5.0,1.0,
Mark Clayton,26.0,BAL,16.0,13.0,82.0,41.0,695.0,17.0,3.0,23.0,39.0,70.0,2.6,43.4,50.0,8.5,0.0,
Brandon Jones,26.0,TEN,16.0,7.0,62.0,41.0,449.0,11.0,1.0,25.0,50.0,40.0,2.6,28.1,66.1,7.2,0.0,
Marcedes Lewis,24.0,JAX,16.0,16.0,74.0,41.0,489.0,11.9,2.0,21.0,41.9,30.0,2.6,30.6,55.4,6.6,0.0,
Derrick Ward,28.0,NYG,16.0,3.0,55.0,41.0,384.0,9.4,0.0,14.0,41.8,48.0,2.6,24.0,74.5,7.0,2.0,
Steven Jackson,25.0,STL,12.0,11.0,62.0,40.0,379.0,9.5,1.0,15.0,43.5,53.0,3.3,31.6,64.5,6.1,5.0,
Mewelde Moore,26.0,PIT,16.0,4.0,53.0,40.0,320.0,8.0,1.0,17.0,47.2,25.0,2.5,20.0,75.5,6.0,2.0,
Tony Scheffler,25.0,DEN,13.0,7.0,61.0,40.0,645.0,16.1,3.0,28.0,59.0,72.0,3.1,49.6,65.6,10.6,1.0,
Nate Washington,25.0,PIT,16.0,1.0,78.0,40.0,631.0,15.8,3.0,24.0,47.4,65.0,2.5,39.4,51.3,8.1,0.0,
Patrick Crayton,29.0,DAL,16.0,7.0,70.0,39.0,550.0,14.1,4.0,24.0,45.7,55.0,2.4,34.4,55.7,7.9,1.0,
Donald Lee,28.0,GNB,16.0,14.0,50.0,39.0,303.0,7.8,5.0,12.0,48.0,26.0,2.4,18.9,78.0,6.1,0.0,
Kevin Smith,22.0,DET,16.0,12.0,54.0,39.0,286.0,7.3,0.0,9.0,35.2,27.0,2.4,17.9,72.2,5.3,2.0,
Michael Clayton,26.0,TAM,15.0,9.0,61.0,38.0,484.0,12.7,1.0,21.0,45.9,58.0,2.5,32.3,62.3,7.9,1.0,
Jabar Gaffney,28.0,NWE,16.0,7.0,65.0,38.0,468.0,12.3,2.0,26.0,52.3,37.0,2.4,29.3,58.5,7.2,0.0,
Fred Jackson,27.0,BUF,16.0,3.0,45.0,37.0,317.0,8.6,0.0,12.0,44.4,65.0,2.3,19.8,82.2,7.0,3.0,
L.J. Smith,28.0,PHI,13.0,12.0,64.0,37.0,298.0,8.1,3.0,16.0,43.8,25.0,2.8,22.9,57.8,4.7,0.0,
Reggie Williams,25.0,JAX,16.0,11.0,63.0,37.0,364.0,9.8,3.0,22.0,54.0,32.0,2.3,22.8,58.7,5.8,0.0,
Thomas Jones,30.0,NYJ,16.0,14.0,42.0,36.0,207.0,5.8,2.0,13.0,57.1,19.0,2.3,12.9,85.7,4.9,2.0,PB
Jerious Norwood,25.0,ATL,16.0,0.0,54.0,36.0,338.0,9.4,2.0,12.0,33.3,67.0,2.3,21.1,66.7,6.3,2.0,
Jerramy Stevens,29.0,TAM,14.0,3.0,59.0,36.0,397.0,11.0,2.0,17.0,45.8,31.0,2.6,28.4,61.0,6.7,0.0,
Roy Williams,27.0,2TM,15.0,11.0,39.0,36.0,430.0,11.9,2.0,14.0,43.6,38.0,2.4,28.7,92.3,11.0,0.0,
Plaxico Burress,31.0,NYG,10.0,9.0,66.0,35.0,454.0,13.0,4.0,24.0,50.0,33.0,3.5,45.4,53.0,6.9,0.0,
Rashied Davis,29.0,CHI,16.0,12.0,67.0,35.0,445.0,12.7,2.0,21.0,47.8,36.0,2.2,27.8,52.2,6.6,0.0,
Todd Heap,28.0,BAL,16.0,16.0,64.0,35.0,403.0,11.5,3.0,23.0,45.3,30.0,2.2,25.2,54.7,6.3,1.0,
Shaun McDonald,27.0,DET,12.0,7.0,67.0,35.0,332.0,9.5,1.0,18.0,44.8,26.0,2.9,27.7,52.2,5.0,2.0,
Anthony Fasano,24.0,MIA,16.0,16.0,53.0,34.0,454.0,13.4,7.0,26.0,58.5,24.0,2.1,28.4,64.2,8.6,0.0,
Justin Gage,27.0,TEN,12.0,11.0,74.0,34.0,651.0,19.1,6.0,28.0,44.6,56.0,2.8,54.3,45.9,8.8,0.0,
Tim Hightower,22.0,ARI,16.0,7.0,50.0,34.0,237.0,7.0,0.0,11.0,38.0,26.0,2.1,14.8,68.0,4.7,2.0,
Jerheme Urban,28.0,ARI,16.0,2.0,51.0,34.0,448.0,13.2,4.0,20.0,49.0,56.0,2.1,28.0,66.7,8.8,0.0,
Hank Baskett,26.0,PHI,15.0,6.0,52.0,33.0,440.0,13.3,3.0,22.0,55.8,90.0,2.2,29.3,63.5,8.5,1.0,
Kevin Boss,24.0,NYG,15.0,15.0,55.0,33.0,384.0,11.6,6.0,20.0,50.9,28.0,2.2,25.6,60.0,7.0,0.0,
Ronnie Brown,27.0,MIA,16.0,13.0,43.0,33.0,254.0,7.7,0.0,12.0,44.2,39.0,2.1,15.9,76.7,5.9,1.0,"PB,AP CPoY-8"
Chris Chambers,30.0,SDG,14.0,9.0,65.0,33.0,462.0,14.0,5.0,21.0,44.6,48.0,2.4,33.0,50.8,7.1,0.0,
Kevin Curtis,30.0,PHI,9.0,8.0,63.0,33.0,390.0,11.8,2.0,19.0,46.0,32.0,3.7,43.3,52.4,6.2,0.0,
Jordy Nelson,23.0,GNB,16.0,2.0,54.0,33.0,366.0,11.1,2.0,19.0,50.0,29.0,2.1,22.9,61.1,6.8,0.0,
Ray Rice,21.0,BAL,13.0,4.0,43.0,33.0,273.0,8.3,0.0,12.0,48.8,40.0,2.5,21.0,76.7,6.3,1.0,
Robert Royal,29.0,BUF,15.0,7.0,57.0,33.0,351.0,10.6,1.0,14.0,45.6,30.0,2.2,23.4,57.9,6.2,2.0,
Jason Avant,25.0,PHI,15.0,6.0,57.0,32.0,377.0,11.8,2.0,22.0,45.6,31.0,2.1,25.1,56.1,6.6,0.0,
Daniel Graham,30.0,DEN,16.0,16.0,50.0,32.0,389.0,12.2,4.0,20.0,50.0,28.0,2.0,24.3,64.0,7.8,0.0,
Devery Henderson,26.0,NOR,16.0,13.0,56.0,32.0,793.0,24.8,3.0,27.0,53.6,84.0,2.0,49.6,57.1,14.2,1.0,
Chansi Stuckey,25.0,NYJ,15.0,2.0,45.0,32.0,359.0,11.2,3.0,22.0,66.7,31.0,2.1,23.9,71.1,8.0,0.0,
Vernon Davis,24.0,SFO,16.0,16.0,49.0,31.0,358.0,11.5,2.0,14.0,38.8,57.0,1.9,22.4,63.3,7.3,2.0,
Reggie Kelly,31.0,CIN,16.0,15.0,42.0,31.0,207.0,6.7,0.0,5.0,42.9,31.0,1.9,12.9,73.8,4.9,0.0,
David Martin,29.0,MIA,16.0,7.0,45.0,31.0,450.0,14.5,3.0,20.0,62.2,61.0,1.9,28.1,68.9,10.0,1.0,
Koren Robinson,28.0,SEA,12.0,12.0,58.0,31.0,400.0,12.9,2.0,21.0,41.4,90.0,2.6,33.3,53.4,6.9,0.0,
Pierre Thomas,24.0,NOR,15.0,5.0,41.0,31.0,284.0,9.2,3.0,15.0,61.0,24.0,2.1,18.9,75.6,6.9,1.0,
Mark Bradley,26.0,2TM,12.0,8.0,63.0,30.0,380.0,12.7,3.0,14.0,39.7,56.0,2.5,31.7,47.6,6.0,0.0,
Deion Branch,29.0,SEA,8.0,8.0,59.0,30.0,412.0,13.7,4.0,17.0,44.1,63.0,3.8,51.5,50.8,7.0,0.0,
Jason Hill,23.0,SFO,16.0,2.0,40.0,30.0,317.0,10.6,2.0,20.0,62.5,33.0,1.9,19.8,75.0,7.9,1.0,
Brandon Jackson,23.0,GNB,13.0,0.0,39.0,30.0,185.0,6.2,0.0,6.0,33.3,18.0,2.3,14.2,76.9,4.7,1.0,
Justin McCareins,30.0,TEN,14.0,10.0,72.0,30.0,412.0,13.7,0.0,22.0,37.5,37.0,2.1,29.4,41.7,5.7,2.0,
J.J. Arrington,25.0,ARI,11.0,3.0,40.0,29.0,255.0,8.8,1.0,15.0,55.0,35.0,2.6,23.2,72.5,6.4,0.0,
Darren McFadden,21.0,OAK,13.0,5.0,39.0,29.0,285.0,9.8,0.0,13.0,51.3,27.0,2.2,21.9,74.4,7.3,3.0,
Darren Sproles,25.0,SDG,16.0,0.0,34.0,29.0,342.0,11.8,5.0,14.0,67.6,66.0,1.8,21.4,85.3,10.1,3.0,
Ricky Williams,31.0,MIA,16.0,3.0,39.0,29.0,219.0,7.6,1.0,10.0,38.5,47.0,1.8,13.7,74.4,5.6,5.0,
Clinton Portis,27.0,WAS,16.0,16.0,35.0,28.0,218.0,7.8,0.0,11.0,48.6,29.0,1.8,13.6,80.0,6.2,3.0,"PB,AP-2"
Brent Celek,23.0,PHI,16.0,7.0,38.0,27.0,318.0,11.8,1.0,16.0,63.2,44.0,1.7,19.9,71.1,8.4,0.0,
Jamaal Charles,22.0,KAN,16.0,2.0,39.0,27.0,272.0,10.1,1.0,9.0,25.6,75.0,1.7,17.0,69.2,7.0,2.0,
Malcom Floyd,27.0,SDG,13.0,2.0,37.0,27.0,465.0,17.2,4.0,21.0,67.6,49.0,2.1,35.8,73.0,12.6,0.0,
Correll Buckhalter,30.0,PHI,14.0,2.0,32.0,26.0,324.0,12.5,2.0,15.0,65.6,59.0,1.9,23.1,81.3,10.1,0.0,
Brandon Lloyd,27.0,CHI,11.0,5.0,50.0,26.0,364.0,14.0,2.0,17.0,50.0,32.0,2.4,33.1,52.0,7.3,0.0,
Joseph Addai,25.0,IND,12.0,12.0,39.0,25.0,206.0,8.2,2.0,9.0,38.5,55.0,2.1,17.2,64.1,5.3,1.0,
Arnaz Battle,28.0,SFO,9.0,0.0,42.0,24.0,318.0,13.3,0.0,18.0,47.6,36.0,2.7,35.3,57.1,7.6,1.0,
Alge Crumpler,31.0,TEN,15.0,15.0,41.0,24.0,257.0,10.7,1.0,11.0,56.1,28.0,1.6,17.1,58.5,6.3,1.0,
Willis McGahee,27.0,BAL,13.0,8.0,32.0,24.0,173.0,7.2,0.0,8.0,37.5,35.0,1.8,13.3,75.0,5.4,3.0,
Roscoe Parrish,26.0,BUF,13.0,1.0,45.0,24.0,232.0,9.7,1.0,16.0,40.0,22.0,1.8,17.8,53.3,5.2,2.0,
Harry Douglas,24.0,ATL,16.0,0.0,39.0,23.0,320.0,13.9,1.0,13.0,41.0,69.0,1.4,20.0,59.0,8.2,1.0,
Michael Gaines,28.0,DET,16.0,6.0,36.0,23.0,260.0,11.3,1.0,13.0,50.0,33.0,1.4,16.3,63.9,7.2,3.0,
Earnest Graham,28.0,TAM,10.0,10.0,33.0,23.0,174.0,7.6,0.0,6.0,45.5,24.0,2.3,17.4,69.7,5.3,2.0,
Steve Heiden,32.0,CLE,14.0,11.0,42.0,23.0,249.0,10.8,0.0,14.0,45.2,51.0,1.6,17.8,54.8,5.9,0.0,
Jamal Lewis,29.0,CLE,16.0,16.0,32.0,23.0,178.0,7.7,0.0,8.0,50.0,18.0,1.4,11.1,71.9,5.6,2.0,
Dane Looker,32.0,STL,13.0,6.0,47.0,23.0,271.0,11.8,2.0,11.0,42.6,30.0,1.8,20.8,48.9,5.8,2.0,
Ladell Betts,29.0,WAS,13.0,0.0,35.0,22.0,200.0,9.1,0.0,5.0,31.4,27.0,1.7,15.4,62.9,5.7,1.0,
Johnnie Lee Higgins,25.0,OAK,16.0,3.0,42.0,22.0,366.0,16.6,4.0,13.0,38.1,84.0,1.4,22.9,52.4,8.7,1.0,
Ben Watson,28.0,NWE,14.0,9.0,47.0,22.0,209.0,9.5,2.0,12.0,40.4,29.0,1.6,14.9,46.8,4.4,1.0,
DeAngelo Williams,25.0,CAR,16.0,16.0,30.0,22.0,121.0,5.5,2.0,8.0,26.7,25.0,1.4,7.6,73.3,4.0,0.0,"AP-2,AP OPoY-5"
Jason Wright,26.0,CLE,15.0,0.0,37.0,22.0,156.0,7.1,1.0,8.0,35.1,17.0,1.5,10.4,59.5,4.2,1.0,
Chris Baker,29.0,NYJ,16.0,13.0,30.0,21.0,194.0,9.2,0.0,11.0,53.3,29.0,1.3,12.1,70.0,6.5,0.0,
Antonio Chatman,29.0,CIN,10.0,1.0,31.0,21.0,194.0,9.2,0.0,10.0,45.2,25.0,2.1,19.4,67.7,6.3,1.0,
Tashard Choice,24.0,DAL,16.0,3.0,30.0,21.0,185.0,8.8,0.0,6.0,46.7,50.0,1.3,11.6,70.0,6.2,0.0,
Brian Finneran,32.0,ATL,16.0,0.0,36.0,21.0,169.0,8.0,1.0,14.0,44.4,14.0,1.3,10.6,58.3,4.7,1.0,
Jeff King,25.0,CAR,16.0,15.0,34.0,21.0,195.0,9.3,1.0,8.0,38.2,31.0,1.3,12.2,61.8,5.7,0.0,
Adrian Peterson,23.0,MIN,16.0,15.0,39.0,21.0,125.0,6.0,0.0,4.0,25.6,16.0,1.3,7.8,53.8,3.2,9.0,"PB,AP-1,AP MVP-4,AP OPoY-2"
Alex Smith,26.0,TAM,14.0,12.0,38.0,21.0,250.0,11.9,3.0,15.0,50.0,34.0,1.5,17.9,55.3,6.6,0.0,
Martellus Bennett,21.0,DAL,16.0,7.0,27.0,20.0,283.0,14.2,4.0,12.0,66.7,37.0,1.3,17.7,74.1,10.5,0.0,
Cedric Benson,26.0,CIN,12.0,10.0,26.0,20.0,185.0,9.3,0.0,6.0,38.5,79.0,1.7,15.4,76.9,7.1,2.0,
James Jones,24.0,GNB,10.0,2.0,30.0,20.0,274.0,13.7,1.0,16.0,56.7,46.0,2.0,27.4,66.7,9.1,0.0,
Josh Morgan,23.0,SFO,12.0,1.0,43.0,20.0,319.0,16.0,3.0,13.0,39.5,48.0,1.7,26.6,46.5,7.4,0.0,
Chris Perry,27.0,CIN,13.0,6.0,34.0,20.0,71.0,3.6,0.0,5.0,20.6,12.0,1.5,5.5,58.8,2.1,5.0,
